sampled_at_utc	tcfs_pids	s3_established_sockets	highwater	limit
2026-05-14T03:42:49Z	29301,93467	9	11	8
2026-05-14T03:42:54Z	29524,93467	9	11	8
2026-05-14T03:42:59Z	29550,93467	9	11	8
2026-05-14T03:43:04Z	29591,93467	9	11	8
2026-05-14T03:43:09Z	29628,93467	9	11	8
2026-05-14T03:43:14Z	29642,93467	9	11	8
2026-05-14T03:43:19Z	29662,93467	9	11	8
2026-05-14T03:43:24Z	29682,93467	9	11	8
2026-05-14T03:43:29Z	29706,93467	9	11	8
2026-05-14T03:43:34Z	29737,93467	8	11	8
2026-05-14T03:43:40Z	29758,93467	8	11	8
2026-05-14T03:43:45Z	29781,93467	8	11	8
2026-05-14T03:43:50Z	29798,93467	8	11	8
2026-05-14T03:43:55Z	29817,93467	9	11	8
2026-05-14T03:44:00Z	29849,93467	9	11	8
2026-05-14T03:44:05Z	29987,93467	9	11	8
2026-05-14T03:44:10Z	30006,93467	9	11	8
2026-05-14T03:44:15Z	30023,93467	9	11	8
2026-05-14T03:44:20Z	30058,93467	8	11	8
2026-05-14T03:44:25Z	30085,93467	8	11	8
2026-05-14T03:44:31Z	30110,93467	9	11	8
2026-05-14T03:44:36Z	30133,93467	9	11	8
2026-05-14T03:44:41Z	30154,93467	9	11	8
2026-05-14T03:44:46Z	30193,93467	9	11	8
2026-05-14T03:44:51Z	30211,93467	8	11	8
2026-05-14T03:44:56Z	30236,93467	8	11	8
2026-05-14T03:45:01Z	30302,93467	9	11	8
2026-05-14T03:45:06Z	30350,93467	9	11	8
2026-05-14T03:45:11Z	30368,93467	9	11	8
2026-05-14T03:45:16Z	30394,93467	9	11	8
2026-05-14T03:45:21Z	30412,93467	8	11	8
2026-05-14T03:45:26Z	30436,93467	9	11	8
2026-05-14T03:45:31Z	30460,93467	9	11	8
2026-05-14T03:45:36Z	30503,93467	9	11	8
2026-05-14T03:45:41Z	30530,93467	9	11	8
2026-05-14T03:45:47Z	30546,93467	9	11	8
2026-05-14T03:45:52Z	30571,93467	8	11	8
2026-05-14T03:45:57Z	30584,93467	8	11	8
2026-05-14T03:46:02Z	30599,93467	8	11	8
2026-05-14T03:46:07Z	30612,93467	8	11	8
2026-05-14T03:46:12Z	30625,93467	8	11	8
2026-05-14T03:46:17Z	30640,93467	8	11	8
2026-05-14T03:46:22Z	30665,93467	10	11	8
2026-05-14T03:46:27Z	30698,93467	10	11	8
2026-05-14T03:46:32Z	30719,93467	10	11	8
2026-05-14T03:46:37Z	30736,93467	10	11	8
2026-05-14T03:46:42Z	30910,93467	9	11	8
2026-05-14T03:46:47Z	31064,93467	9	11	8
2026-05-14T03:46:52Z	31283,93467	9	11	8
2026-05-14T03:46:58Z	31310,93467	9	11	8
2026-05-14T03:47:03Z	31332,93467	9	11	8
2026-05-14T03:47:08Z	31353,93467	9	11	8
2026-05-14T03:47:13Z	31401,93467	9	11	8
2026-05-14T03:47:18Z	31468,93467	9	11	8
2026-05-14T03:47:23Z	31622,93467	9	11	8
2026-05-14T03:47:28Z	31656,93467	9	11	8
2026-05-14T03:47:33Z	31680,93467	9	11	8
2026-05-14T03:47:38Z	31698,93467	9	11	8
2026-05-14T03:47:43Z	31713,93467	9	11	8
2026-05-14T03:47:48Z	32386,93467	8	11	8
2026-05-14T03:47:53Z	34070,93467	9	11	8
2026-05-14T03:47:58Z	34286,93467	9	11	8
2026-05-14T03:48:04Z	34596,93467	9	11	8
2026-05-14T03:48:09Z	34630,93467	9	11	8
2026-05-14T03:48:14Z	34935,93467	9	11	8
2026-05-14T03:48:19Z	35558,93467	9	11	8
2026-05-14T03:48:24Z	35577,93467	9	11	8
2026-05-14T03:48:29Z	35612,93467	9	11	8
2026-05-14T03:48:34Z	35675,93467	9	11	8
2026-05-14T03:48:39Z	35967,93467	9	11	8
2026-05-14T03:48:44Z	35996,93467	9	11	8
2026-05-14T03:48:49Z	36013,93467	8	11	8
2026-05-14T03:48:54Z	36034,93467	8	11	8
2026-05-14T03:49:00Z	36054,93467	8	11	8
2026-05-14T03:49:05Z	36068,93467	8	11	8
2026-05-14T03:49:10Z	36085,93467	8	11	8
2026-05-14T03:49:15Z	36098,93467	8	11	8
2026-05-14T03:49:20Z	36116,93467	8	11	8
2026-05-14T03:49:25Z	36129,93467	8	11	8
2026-05-14T03:49:30Z	36214,93467	8	11	8
2026-05-14T03:49:35Z	36228,93467	8	11	8
2026-05-14T03:49:40Z	36819,93467	9	11	8
2026-05-14T03:49:45Z	36860,93467	9	11	8
2026-05-14T03:49:50Z	36877,93467	9	11	8
2026-05-14T03:49:55Z	36890,93467	9	11	8
2026-05-14T03:50:00Z	36907,93467	9	11	8
2026-05-14T03:50:06Z	36934,93467	9	11	8
2026-05-14T03:50:11Z	36947,93467	9	11	8
2026-05-14T03:50:16Z	37011,93467	9	11	8
2026-05-14T03:50:21Z	37026,93467	8	11	8
2026-05-14T03:50:26Z	37043,93467	10	11	8
2026-05-14T03:50:31Z	37062,93467	10	11	8
2026-05-14T03:50:36Z	37079,93467	10	11	8
2026-05-14T03:50:41Z	37104,93467	10	11	8
2026-05-14T03:50:46Z	37117,93467	10	11	8
2026-05-14T03:50:51Z	37150,93467	10	11	8
2026-05-14T03:50:56Z	37174,93467	10	11	8
2026-05-14T03:51:01Z	37189,93467	10	11	8
2026-05-14T03:51:06Z	37210,93467	8	11	8
2026-05-14T03:51:12Z	37234,93467	8	11	8
2026-05-14T03:51:17Z	37394,93467	8	11	8
2026-05-14T03:51:22Z	37407,93467	8	11	8
2026-05-14T03:51:27Z	37420,93467	9	11	8
2026-05-14T03:51:32Z	37438,93467	9	11	8
2026-05-14T03:51:37Z	37451,93467	9	11	8
2026-05-14T03:51:42Z	37516,93467	9	11	8
2026-05-14T03:51:47Z	37731,93467	9	11	8
2026-05-14T03:51:52Z	37896,93467	8	11	8
2026-05-14T03:51:57Z	38001,93467	8	11	8
2026-05-14T03:52:02Z	38018,93467	8	11	8
2026-05-14T03:52:07Z	38039,93467	8	11	8
2026-05-14T03:52:12Z	38084,93467	8	11	8
2026-05-14T03:52:17Z	38146,93467	9	11	8
2026-05-14T03:52:22Z	38170,93467	9	11	8
2026-05-14T03:52:28Z	38184,93467	9	11	8
2026-05-14T03:52:33Z	38223,93467	9	11	8
2026-05-14T03:52:38Z	38236,93467	8	11	8
2026-05-14T03:52:43Z	38290,93467	8	11	8
2026-05-14T03:52:48Z	38308,93467	9	11	8
2026-05-14T03:52:53Z	38321,93467	9	11	8
2026-05-14T03:52:58Z	38334,93467	9	11	8
2026-05-14T03:53:03Z	38348,93467	9	11	8
2026-05-14T03:53:08Z	38361,93467	8	11	8
2026-05-14T03:53:13Z	38374,93467	9	11	8
2026-05-14T03:53:18Z	38415,93467	9	11	8
2026-05-14T03:53:23Z	38432,93467	9	11	8
2026-05-14T03:53:28Z	38448,93467	9	11	8
2026-05-14T03:53:33Z	38463,93467	9	11	8
2026-05-14T03:53:39Z	38493,93467	9	11	8
2026-05-14T03:53:44Z	38506,93467	9	11	8
2026-05-14T03:53:49Z	38519,93467	9	11	8
2026-05-14T03:53:54Z	38532,93467	9	11	8
2026-05-14T03:53:59Z	38546,93467	9	11	8
2026-05-14T03:54:04Z	38560,93467	8	11	8
2026-05-14T03:54:09Z	38573,93467	8	11	8
2026-05-14T03:54:14Z	38589,93467	8	11	8
2026-05-14T03:54:19Z	38610,93467	10	11	8
2026-05-14T03:54:24Z	38635,93467	10	11	8
2026-05-14T03:54:29Z	38648,93467	10	11	8
2026-05-14T03:54:34Z	38662,93467	8	11	8
2026-05-14T03:54:40Z	38675,93467	8	11	8
2026-05-14T03:54:45Z	38688,93467	8	11	8
2026-05-14T03:54:50Z	38704,93467	8	11	8
2026-05-14T03:54:55Z	38718,93467	10	11	8
2026-05-14T03:55:00Z	38737,93467	10	11	8
2026-05-14T03:55:05Z	38781,93467	10	11	8
2026-05-14T03:55:10Z	38797,93467	9	11	8
2026-05-14T03:55:15Z	38813,93467	9	11	8
2026-05-14T03:55:20Z	38829,93467	8	11	8
2026-05-14T03:55:25Z	38843,93467	9	11	8
2026-05-14T03:55:30Z	38859,93467	9	11	8
2026-05-14T03:55:35Z	38874,93467	9	11	8
2026-05-14T03:55:40Z	38892,93467	9	11	8
2026-05-14T03:55:45Z	38905,93467	9	11	8
2026-05-14T03:55:51Z	38926,93467	8	11	8
2026-05-14T03:55:56Z	38941,93467	8	11	8
2026-05-14T03:56:01Z	38955,93467	8	11	8
2026-05-14T03:56:06Z	38970,93467	8	11	8
2026-05-14T03:56:11Z	38985,93467	9	11	8
2026-05-14T03:56:16Z	39000,93467	9	11	8
2026-05-14T03:56:21Z	39015,93467	9	11	8
2026-05-14T03:56:26Z	39028,93467	9	11	8
2026-05-14T03:56:31Z	39050,93467	9	11	8
2026-05-14T03:56:36Z	39113,93467	9	11	8
2026-05-14T03:56:41Z	39325,93467	9	11	8
2026-05-14T03:56:46Z	39580,93467	9	11	8
2026-05-14T03:56:51Z	39595,93467	9	11	8
2026-05-14T03:56:56Z	39617,93467	9	11	8
2026-05-14T03:57:02Z	39644,93467	9	11	8
2026-05-14T03:57:07Z	39675,93467	8	11	8
2026-05-14T03:57:12Z	39744,93467	8	11	8
2026-05-14T03:57:17Z	39766,93467	8	11	8
2026-05-14T03:57:22Z	39787,93467	9	11	8
2026-05-14T03:57:27Z	39861,93467	9	11	8
2026-05-14T03:57:32Z	39883,93467	9	11	8
2026-05-14T03:57:37Z	39914,93467	9	11	8
2026-05-14T03:57:42Z	39944,93467	9	11	8
2026-05-14T03:57:47Z	40058,93467	9	11	8
2026-05-14T03:57:52Z	40071,93467	9	11	8
2026-05-14T03:57:57Z	40084,93467	9	11	8
2026-05-14T03:58:02Z	40120,93467	9	11	8
2026-05-14T03:58:07Z	40140,93467	9	11	8
2026-05-14T03:58:12Z	40154,93467	9	11	8
2026-05-14T03:58:18Z	40202,93467	9	11	8
2026-05-14T03:58:23Z	40232,93467	9	11	8
2026-05-14T03:58:28Z	40245,93467	9	11	8
2026-05-14T03:58:33Z	40263,93467	9	11	8
2026-05-14T03:58:38Z	40276,93467	9	11	8
2026-05-14T03:58:43Z	40292,93467	8	11	8
2026-05-14T03:58:48Z	40305,93467	9	11	8
2026-05-14T03:58:53Z	40318,93467	9	11	8
2026-05-14T03:58:58Z	40340,93467	9	11	8
2026-05-14T03:59:03Z	40354,93467	9	11	8
2026-05-14T03:59:08Z	40377,93467	9	11	8
2026-05-14T03:59:13Z	40390,93467	9	11	8
2026-05-14T03:59:18Z	40404,93467	9	11	8
2026-05-14T03:59:24Z	40417,93467	9	11	8
2026-05-14T03:59:29Z	40449,93467	9	11	8
2026-05-14T03:59:34Z	40464,93467	8	11	8
2026-05-14T03:59:39Z	40477,93467	8	11	8
2026-05-14T03:59:44Z	40494,93467	8	11	8
2026-05-14T03:59:49Z	40507,93467	8	11	8
2026-05-14T03:59:54Z	40532,93467	8	11	8
2026-05-14T03:59:59Z	40545,93467	8	11	8
2026-05-14T04:00:04Z	40578,93467	8	11	8
2026-05-14T04:00:09Z	40597,93467	9	11	8
2026-05-14T04:00:14Z	40625,93467	9	11	8
2026-05-14T04:00:19Z	40638,93467	9	11	8
2026-05-14T04:00:24Z	40665,93467	9	11	8
2026-05-14T04:00:30Z	40688,93467	9	11	8
2026-05-14T04:00:35Z	40702,93467	9	11	8
2026-05-14T04:00:40Z	40715,93467	9	11	8
2026-05-14T04:00:45Z	40734,93467	9	11	8
2026-05-14T04:00:50Z	40747,93467	9	11	8
2026-05-14T04:00:55Z	40762,93467	9	11	8
2026-05-14T04:01:00Z	40775,93467	9	11	8
2026-05-14T04:01:05Z	40789,93467	8	11	8
2026-05-14T04:01:10Z	40804,93467	8	11	8
2026-05-14T04:01:15Z	40818,93467	8	11	8
2026-05-14T04:01:20Z	40831,93467	8	11	8
2026-05-14T04:01:26Z	40844,93467	8	11	8
2026-05-14T04:01:31Z	40858,93467	8	11	8
2026-05-14T04:01:36Z	40871,93467	8	11	8
2026-05-14T04:01:41Z	40887,93467	8	11	8
2026-05-14T04:01:46Z	40900,93467	8	11	8
2026-05-14T04:01:51Z	40913,93467	8	11	8
2026-05-14T04:01:56Z	41080,93467	8	11	8
2026-05-14T04:02:01Z	41205,93467	8	11	8
2026-05-14T04:02:06Z	41439,93467	8	11	8
2026-05-14T04:02:11Z	41452,93467	8	11	8
2026-05-14T04:02:16Z	41468,93467	8	11	8
2026-05-14T04:02:22Z	41482,93467	9	11	8
2026-05-14T04:02:27Z	41519,93467	9	11	8
2026-05-14T04:02:32Z	41581,93467	9	11	8
2026-05-14T04:02:37Z	41596,93467	9	11	8
2026-05-14T04:02:42Z	41609,93467	9	11	8
2026-05-14T04:02:47Z	41624,93467	9	11	8
2026-05-14T04:02:52Z	41643,93467	8	11	8
2026-05-14T04:02:57Z	41657,93467	8	11	8
2026-05-14T04:03:02Z	41671,93467	8	11	8
2026-05-14T04:03:07Z	41687,93467	8	11	8
2026-05-14T04:03:12Z	41704,93467	9	11	8
2026-05-14T04:03:18Z	41718,93467	9	11	8
2026-05-14T04:03:23Z	41734,93467	9	11	8
2026-05-14T04:03:28Z	41747,93467	9	11	8
2026-05-14T04:03:33Z	41761,93467	9	11	8
2026-05-14T04:03:38Z	41774,93467	8	11	8
2026-05-14T04:03:43Z	41787,93467	8	11	8
2026-05-14T04:03:48Z	41804,93467	8	11	8
2026-05-14T04:03:53Z	41821,93467	8	11	8
2026-05-14T04:03:58Z	41837,93467	8	11	8
2026-05-14T04:04:03Z	41852,93467	9	11	8
2026-05-14T04:04:08Z	41865,93467	9	11	8
2026-05-14T04:04:13Z	41879,93467	9	11	8
2026-05-14T04:04:19Z	41893,93467	9	11	8
2026-05-14T04:04:24Z	41906,93467	9	11	8
2026-05-14T04:04:29Z	41919,93467	9	11	8
2026-05-14T04:04:34Z	41933,93467	9	11	8
2026-05-14T04:04:39Z	41946,93467	9	11	8
2026-05-14T04:04:44Z	41962,93467	9	11	8
2026-05-14T04:04:49Z	41975,93467	9	11	8
2026-05-14T04:04:54Z	41988,93467	9	11	8
2026-05-14T04:04:59Z	42017,93467	9	11	8
2026-05-14T04:05:04Z	42040,93467	8	11	8
2026-05-14T04:05:09Z	42053,93467	8	11	8
2026-05-14T04:05:14Z	42066,93467	8	11	8
2026-05-14T04:05:19Z	42079,93467	8	11	8
2026-05-14T04:05:24Z	42092,93467	8	11	8
2026-05-14T04:05:30Z	42113,93467	8	11	8
2026-05-14T04:05:35Z	42133,93467	8	11	8
2026-05-14T04:05:40Z	42157,93467	8	11	8
2026-05-14T04:05:45Z	42170,93467	8	11	8
2026-05-14T04:05:50Z	42185,93467	8	11	8
2026-05-14T04:05:55Z	42203,93467	9	11	8
2026-05-14T04:06:00Z	42216,93467	9	11	8
2026-05-14T04:06:05Z	42239,93467	9	11	8
2026-05-14T04:06:10Z	42254,93467	9	11	8
2026-05-14T04:06:15Z	42270,93467	9	11	8
2026-05-14T04:06:20Z	42283,93467	8	11	8
2026-05-14T04:06:25Z	42296,93467	8	11	8
2026-05-14T04:06:30Z	42310,93467	8	11	8
2026-05-14T04:06:36Z	42323,93467	9	11	8
2026-05-14T04:06:41Z	42339,93467	9	11	8
2026-05-14T04:06:46Z	42504,93467	9	11	8
2026-05-14T04:06:51Z	42526,93467	8	11	8
2026-05-14T04:06:56Z	42675,93467	8	11	8
2026-05-14T04:07:01Z	42885,93467	8	11	8
2026-05-14T04:07:06Z	42901,93467	8	11	8
2026-05-14T04:07:11Z	42914,93467	8	11	8
2026-05-14T04:07:16Z	42933,93467	9	11	8
2026-05-14T04:07:21Z	42973,93467	9	11	8
2026-05-14T04:07:26Z	43036,93467	9	11	8
2026-05-14T04:07:31Z	43052,93467	10	11	8
2026-05-14T04:07:36Z	43066,93467	10	11	8
2026-05-14T04:07:41Z	43108,93467	10	11	8
2026-05-14T04:07:47Z	43132,93467	10	11	8
2026-05-14T04:07:52Z	43146,93467	9	11	8
2026-05-14T04:07:57Z	43163,93467	9	11	8
2026-05-14T04:08:02Z	43179,93467	9	11	8
2026-05-14T04:08:07Z	43194,93467	9	11	8
2026-05-14T04:08:12Z	43209,93467	9	11	8
2026-05-14T04:08:17Z	43222,93467	9	11	8
2026-05-14T04:08:22Z	43235,93467	8	11	8
2026-05-14T04:08:27Z	43248,93467	8	11	8
2026-05-14T04:08:32Z	43262,93467	8	11	8
2026-05-14T04:08:37Z	43275,93467	8	11	8
2026-05-14T04:08:42Z	43288,93467	9	11	8
2026-05-14T04:08:47Z	43301,93467	9	11	8
2026-05-14T04:08:53Z	43314,93467	9	11	8
2026-05-14T04:08:58Z	43338,93467	9	11	8
2026-05-14T04:09:03Z	43358,93467	9	11	8
2026-05-14T04:09:08Z	43375,93467	9	11	8
2026-05-14T04:09:13Z	43393,93467	9	11	8
2026-05-14T04:09:18Z	43406,93467	9	11	8
2026-05-14T04:09:23Z	43423,93467	8	11	8
2026-05-14T04:09:28Z	43439,93467	9	11	8
2026-05-14T04:09:33Z	43461,93467	9	11	8
2026-05-14T04:09:38Z	43479,93467	9	11	8
2026-05-14T04:09:43Z	43508,93467	9	11	8
2026-05-14T04:09:48Z	43530,93467	9	11	8
2026-05-14T04:09:53Z	43543,93467	8	11	8
2026-05-14T04:09:58Z	43562,93467	8	11	8
2026-05-14T04:10:04Z	43594,93467	8	11	8
2026-05-14T04:10:09Z	43613,93467	8	11	8
2026-05-14T04:10:14Z	43628,93467	9	11	8
2026-05-14T04:10:19Z	43641,93467	9	11	8
2026-05-14T04:10:24Z	43654,93467	9	11	8
2026-05-14T04:10:29Z	43667,93467	9	11	8
2026-05-14T04:10:34Z	43681,93467	8	11	8
2026-05-14T04:10:39Z	43694,93467	8	11	8
2026-05-14T04:10:44Z	43710,93467	8	11	8
2026-05-14T04:10:49Z	43723,93467	9	11	8
2026-05-14T04:10:54Z	43736,93467	9	11	8
2026-05-14T04:10:59Z	43754,93467	9	11	8
2026-05-14T04:11:04Z	43780,93467	8	11	8
2026-05-14T04:11:10Z	43793,93467	8	11	8
2026-05-14T04:11:15Z	43806,93467	8	11	8
2026-05-14T04:11:20Z	43820,93467	9	11	8
2026-05-14T04:11:25Z	43833,93467	9	11	8
2026-05-14T04:11:30Z	43846,93467	9	11	8
2026-05-14T04:11:35Z	43861,93467	9	11	8
2026-05-14T04:11:40Z	43874,93467	9	11	8
2026-05-14T04:11:45Z	43887,93467	9	11	8
2026-05-14T04:11:50Z	44053,93467	9	11	8
2026-05-14T04:11:55Z	44157,93467	9	11	8
2026-05-14T04:12:00Z	44413,93467	9	11	8
2026-05-14T04:12:05Z	44426,93467	8	11	8
2026-05-14T04:12:10Z	44442,93467	9	11	8
2026-05-14T04:12:16Z	44458,93467	9	11	8
2026-05-14T04:12:21Z	44494,93467	9	11	8
2026-05-14T04:12:26Z	44555,93467	9	11	8
2026-05-14T04:12:31Z	44582,93467	9	11	8
2026-05-14T04:12:36Z	44610,93467	9	11	8
2026-05-14T04:12:41Z	44623,93467	9	11	8
2026-05-14T04:12:46Z	44636,93467	9	11	8
2026-05-14T04:12:51Z	44649,93467	9	11	8
2026-05-14T04:12:56Z	44662,93467	9	11	8
2026-05-14T04:13:01Z	44676,93467	9	11	8
2026-05-14T04:13:06Z	44689,93467	9	11	8
2026-05-14T04:13:11Z	44715,93467	9	11	8
2026-05-14T04:13:17Z	44730,93467	9	11	8
2026-05-14T04:13:22Z	44743,93467	9	11	8
2026-05-14T04:13:27Z	44756,93467	9	11	8
2026-05-14T04:13:32Z	44805,93467	9	11	8
2026-05-14T04:13:37Z	44822,93467	8	11	8
2026-05-14T04:13:42Z	44835,93467	8	11	8
2026-05-14T04:13:47Z	44865,93467	8	11	8
2026-05-14T04:13:52Z	44878,93467	8	11	8
2026-05-14T04:13:57Z	44891,93467	8	11	8
2026-05-14T04:14:02Z	44905,93467	9	11	8
2026-05-14T04:14:07Z	44920,93467	9	11	8
2026-05-14T04:14:12Z	44946,93467	9	11	8
2026-05-14T04:14:17Z	44959,93467	9	11	8
2026-05-14T04:14:23Z	44972,93467	9	11	8
2026-05-14T04:14:28Z	44991,93467	9	11	8
2026-05-14T04:14:33Z	45005,93467	9	11	8
2026-05-14T04:14:38Z	45018,93467	8	11	8
2026-05-14T04:14:43Z	45031,93467	8	11	8
2026-05-14T04:14:48Z	45051,93467	8	11	8
2026-05-14T04:14:53Z	45066,93467	8	11	8
2026-05-14T04:14:58Z	45079,93467	8	11	8
2026-05-14T04:15:03Z	45113,93467	8	11	8
2026-05-14T04:15:08Z	45133,93467	8	11	8
2026-05-14T04:15:13Z	45159,93467	8	11	8
2026-05-14T04:15:18Z	45174,93467	8	11	8
2026-05-14T04:15:23Z	45187,93467	9	11	8
2026-05-14T04:15:29Z	45215,93467	9	11	8
2026-05-14T04:15:34Z	45229,93467	9	11	8
2026-05-14T04:15:39Z	45242,93467	9	11	8
2026-05-14T04:15:44Z	45255,93467	9	11	8
2026-05-14T04:15:49Z	45281,93467	9	11	8
2026-05-14T04:15:54Z	45294,93467	9	11	8
2026-05-14T04:15:59Z	45307,93467	9	11	8
2026-05-14T04:16:04Z	45337,93467	9	11	8
2026-05-14T04:16:09Z	45350,93467	9	11	8
2026-05-14T04:16:14Z	45363,93467	9	11	8
2026-05-14T04:16:19Z	45376,93467	8	11	8
2026-05-14T04:16:24Z	45401,93467	8	11	8
2026-05-14T04:16:30Z	45414,93467	8	11	8
2026-05-14T04:16:35Z	45488	0	11	8
